sentiment,text
positive,@kingsthings I'm sure you will love web 2.0 and I think you should start a ustream channel and webcast pre-shows and stuff 
positive,@souljaboytellem i read an interview of yours on a magazine today. 
positive,"@jimmymarsh617 only you-tube is not enough to me...need a cd for my car  jimmy-music,full volume...how about this?"
positive,needs a good restraunt suggestion for dinner for just me and my husband anyb suggestions would me appreciated 
positive,"Neat, hopefully more Twitter utilities will start using this Flickr-like auth http://icanhaz.com/signin (via @adactio, via @ronalddevera "
positive,"Oh, Klondike bar... I enjoy you... especially with your crunchy chocolate. "
positive,691 updates 
positive,@having Pizza in den 12 Aposteln nach dem Salsa Kurs 
positive,"@LindsayWhite your lucky  but you deserve it, all her fans do,  in some way we are all like her  how are you? xxx"
positive,"eating pancakes, yum "
positive,Michaela's Bridal Shower 
positive,i forgot how jack johnson makes me smile. 
positive,"Eating nuts &amp; fruit like a squirrel (gettin my omegas), working on small claims case. I WILL be getting my $. Have so much evidence "
positive,"@leslieberg April 29, just checking to see what movies we have on our flight.  Have you been there?"
positive,"@JeremyMeyers That's not what @kyeli told meeeee... Sooner or later I'll go look it up, but I'm fascinated with the nebulousness of it. "
positive,Wolves promoted!!!!!! 
positive,@dancetothisbeat Cool sounds like fun 
positive,"Welp, my sis was supposed to call me this morning so I could drive 45 mins to Louisiana to pick up her dog. She didn't!  "
positive,@IzzyJ_Is_Here yayy! enjoy your YOU time! 
positive,@sonjeee What filter did you use on this photo i love that effect 
positive,@davemark true that. 
positive,goodnight tweeples. time for me to get some shut-eye. thank you all for another great day here at twitter. see you tomorrow. 
positive,@ladieslovetj OMG! Thats crazy were iPhone twins  when's your birthday?
positive,@jrleckie please tell me the cars are not up on blocks  J.  Sorry I could not resist.  Bad &quot;you might be a Texas pastor if....... joke
positive,twittering off---night everyone! :] good morning to some and have a great day! 
positive,Yay gamestops across the US r done and cant do any &quot;Credit&quot; transactions xD... Except for alaska lmao... Which means for me an easy day 
positive,Got Easter well-wishes by SMS in jQuery format. I know I have great friends! (that don't validate the existence of a DOM object  )
positive,@jupitusphillip say emo emo garlic tears! i don't know why. you figure that out. 
positive,"i love being a makeup artist......get to work with the most amazing people, while being creative at the same time "
positive,is going to watch some inbetweeners 
positive,@buzzfly He's one of those to study. Brilliant. xoxo 
positive,Listening to Starsailor and Jonny Lang. Getting ready to go to the side job. Im staying positive though. I MORE MONTH! 
positive,Be vigorously aware of what you have...   the small things in life are great!  plus theres so many of em!  (via @RevRunWisdom)
positive,@hungerfighter Thanks my friend!  Low key this year no limos at all 
positive,Just had dinner with the family...watching some TV 
positive,@cherrybumbum  i call him that too xD
positive,"Beautiful Saturday morning!  Perfect day to register for @RailsConf     Also, I should figure out when Flex 4 is coming out!"
positive,"@Greyvalue Wow, that is frickin' deep shiitake about Twitter! "
positive,Can I get 10.000 followers in 5 days?  Hope some one will give me a helping hand 
positive,Enjoying time with Diane 
positive,the boat that rocked is a good film 
positive,"@LuoiWslion hey, dude! Don't worry,I am feeling a lot better today  I was just having a really bad day yesterday. How's things with you?"
positive,"I can and will wear a skirt today, finally its warm enough!!!  Everyone enjoy the nicer weather! ? http://blip.fm/~4jc8f"
positive,"@kachinja Hi there  What's up? I just wanna say, that I'm not Maya - Sorry :S"
positive,"with elena....beautiful dayy, driving around blasting our music  love it"
positive,@Goneshopping Thank you  It came in a bunch of cute colours too!
positive,After the third hour of this. I got un-ease..I know this time just be cool &amp; open to new friendly people  
positive,The Audition are playing with Madina Lake now 
positive,Correction! It's Good Morning Sunday! 
positive,http://twitpic.com/3j1j7 - my grandpa plays guitar hero...the concentration on his face 
positive,Me love L.A. Too   You goin to minette's party?
positive,It's sunny! 
positive,Getting ready--lunch--KD meeting--then HOMEEEEEEEEE! 
positive,@occpune my pleasure &amp; thank u 
positive,thinks @julzdoz is addicted to twitter lol. the weather is gorgeous today. 
positive,...I also enjoy playing harmless pranks on my co-workers.   I'm very excited for the reaction.
positive,Possibly napping 
positive,Settled for Kalpaka - A Malabar restaurant...there are flouroscent lights all around  This should be fun 
positive,@LordsArt  Thinking of going in the armed forces Pat? ;) We built a military wedding section just for you..   (w/ more coming soon)
positive,@MissKatiePrice you must come on holiday to scotland - you can stay in the hotel i manage 
positive,Listening to Starsailor and Jonny Lang. Getting ready to go to the side job. Im staying positive though. 1 MORE MONTH! 
positive,really need to get to the great comments on my blog. sorry readers! I DO love you! lots! 
positive,Work agaaaaiin.  Yesterday I fell in a box. It was pretty spectactular.
positive,@UKAsh Hopefully next time it will be like that!! Fingers crossed!!! 
positive,About to clean up. SLEEPOVERRRRR with my girls=FUN! 
positive,"@jiiov Hi there  What's up? I just wanna say, that I'm not Maya - Sorry :S"
positive,@MaraBG 4hours boom boom  http://www.4hoursmusic.com
positive,"just arrived in London, Gower St. If anyone wants to meet me today or tomorrow - DM me "
positive,Gonna take a nice hot shower! 
positive,Phishing scams are just weird. Good thing im so skeptical 
positive,pff... who cares?!  hahahah
positive,"@Greyvalue Wow, that is frickin' deep shiitake about Twitter! "
positive,finish practising pipa 
positive,going shopping with mom and @shannaluvswayne for her dress for the wedding 
positive,@RPatZHood well...hehe over night!  I feel so much better..thanks for the power of the hood!  
positive,"just studied at the beach, about to get ready "
positive,"@leaahbe nothing big, I had an AMAZING DREAM! which included you &amp;andy "
positive,Good Morning Twitter 
positive,"@benjeh32 Oh sorry, thought you were talking about it. "
positive,"@grshane But chocolate is recovery, it's designed for the time I didn't want to drink it. They should have made apple recovery "
positive,@samantha_weir at least you're doing something! :|  i think i can work this shit now 
positive,"finally posted Holy Week and Easter music on the blog. Next up: practice, spending time w/friend from Sacramento ... then Drabble Night! "
positive,ready fr the party .. !!!  Sbret luv ya ..
positive,"@knikkolette Hey you!  Glad to see you back!! Yeah, 2 people asked me today why I didn't show my face, so thought I'd change it ;)"
positive,"@BrentDPayne That's pretty funny, I'm impressed "
positive,@datadirt ah cool i thought about getting the same one today as well  #canon #hf10
positive,listening to music! 
positive,@rkforums Thank you for following me i designed my new Homepage  www.sms-ohne-anmelden.de
positive,@theDebbyRyan Probably &quot;Can't have you&quot; or &quot;When you look me in the eyes&quot; both songs are beautiful 
positive,is going to spend this beautiful day God has made with my family 
positive,@friidaah: my bike  monday's gonna be cold again (40 degrees ) so im gonna enjoy the beauty when i can! 
positive,@TWCWeekends i sent em to my e-mail waiting to get the e-mail the sending to you guys -hopefully- 
positive,Spring appears to have arrived.  much drinking done last night. Enjoying a day of doing nothing
positive,Listening to Simply Red 
positive,"@naughtyandnice  Check out this link, it will explain it better than I can  http://twitter.com/followfriday"
positive,"@FlyingPhotog She's a Samoyed, about a year and a half old.  I brush her a lot!  Love the labs and beagles too "
positive,@matthewkheafy just keep growing the way Trivium has been. Enjoyed each album successively more. Some kickass solos from Ascendancy pls 
positive,@OsmentEmily Helloooooo  Are you in England next week for the HM premiere? x
positive,@zssz Thanks 
positive,just filmed vlog 54. when it comes out make sure to watch it all because a brilliant rant begins 
positive,@Cindyhm1 post a pic of the lovely day! 
positive,@luvnewkids Thanks!!  
positive,sonny with a chance on youtube 
positive,"@martagf @lisacrispin These April Snow Showers look more like March snow, not Christmas snow. "
positive,Design your twitter background free  http://freetwitterdesigner.com
positive,hanging out in the lobby at the Renaissance Long Beach. Say hello if you are here.  I will snap a pic of ya.
positive,#passportfail i know a guy with a powerful boat. he can get you where you need to go.... 
positive,Going to run on the beach 
positive,working and having fun... at least once 
positive,@JoseSPiano always a tough decision 
positive,"@DianaWyatt haven't had much of one yet...I'll get back to you   What have you been up to today, besides stalking those on Twitter?"
positive,@will02724 have fun at the park with JR 
positive,Going to the @davejmatthews band concert with a very random group of 4 people 
positive,At work listenig to 'Mana'  
positive,"@CHRISDJMOYLES Didn't believe the rumours anyway, because we'd miss you if you weren't on the radio. I'll be watching your quiz tonight "
positive,"@lollipopdaisy : chewing on cloves?! sounds bizarre! Lemons are yummy, so I'm combining with alcohol for desired effect "
